,source,target,value
1614,China,Germany,24.344736
1615,Germany,China,24.123289
1616,Japan,Germany,5.9758372
1617,Germany,Japan,48.689999
1618,Thailand,Germany,1.99
1619,Germany,Thailand,1.5700001
1620,Australia,Germany,12.799282
1621,Germany,Australia,16.24
1622,New Zealand,Germany,2.0803828
1623,Germany,New Zealand,4.3899999
1624,Austria,Poland,9.0
1625,Poland,Austria,13.0
1626,Hungary,Poland,1.49
1627,Poland,Hungary,2.0
1628,Czechoslovakia,Poland,7.6700001
1629,Poland,Czechoslovakia,9.0
1630,Italy,Poland,6.3699999
1631,Poland,Italy,16.780001
1632,Albania,Poland,0.0
1633,Poland,Albania,0.0051440001
1634,Yugoslavia,Poland,1.92
1635,Poland,Yugoslavia,0.87
1636,Greece,Poland,2.71
1637,Poland,Greece,3.4100001
1638,Bulgaria,Poland,3.6600001
1639,Poland,Bulgaria,3.4200001
1640,Romania,Poland,2.01
1641,Poland,Romania,1.0
1642,Russia,Poland,2.0
1643,Poland,Russia,0.28999999
1644,Estonia,Poland,0.44
1645,Poland,Estonia,1.0
1646,Latvia,Poland,0.11
1647,Poland,Latvia,1.0
1648,Lithuania,Poland,0.07
1649,Poland,Lithuania,0.003644
1650,Finland,Poland,1.0
1651,Poland,Finland,5.0
1652,Sweden,Poland,8.5100002
1653,Poland,Sweden,18.110001
1654,Norway,Poland,3.5
1655,Poland,Norway,5.6100001
1656,Denmark,Poland,2.03
1657,Poland,Denmark,3.6400001
1658,Liberia,Poland,0.0037720001
1659,Poland,Liberia,0.00042900001
1660,South Africa,Poland,1.5700001
1661,Poland,South Africa,1.27
1662,Iran,Poland,0.079999998
1663,Poland,Iran,0.0099999998
1664,Turkey,Poland,2.0899999
1665,Poland,Turkey,2.1300001
1666,Egypt,Poland,3.29
1667,Poland,Egypt,2.0
1668,Saudi Arabia,Poland,0.00037699999
1669,Poland,Saudi Arabia,0.000214
1670,Afghanistan,Poland,0.0099999998
1671,Poland,Afghanistan,0.0057509998
1672,China,Poland,0.57999998
1673,Poland,China,0.31999999
1674,Japan,Poland,0.56999999
1675,Poland,Japan,0.75
1676,Thailand,Poland,0.000189
1677,Poland,Thailand,0.0099999998
1678,Australia,Poland,5.2399998
1679,Poland,Australia,0.16
1680,New Zealand,Poland,1.45
1681,Poland,New Zealand,0.050000001
1682,Hungary,Austria,30.0
1683,Austria,Hungary,14.0
1684,Czechoslovakia,Austria,24.0
1685,Austria,Czechoslovakia,8.0
1686,Italy,Austria,0.0
1687,Austria,Italy,19.0
1688,Yugoslavia,Austria,0.16
1689,Austria,Yugoslavia,8.0
1690,Greece,Austria,0.0
1691,Austria,Greece,1.98
1692,Bulgaria,Austria,0.0
1693,Austria,Bulgaria,3.0
1694,Romania,Austria,15.0
1695,Austria,Romania,8.0
1696,Russia,Austria,2.0
1697,Austria,Russia,1.0
1698,Lithuania,Austria,0.079999998
1699,Austria,Lithuania,1.0
1700,Finland,Austria,0.0099999998
1701,Austria,Finland,2.0
1702,Sweden,Austria,0.0
1703,Austria,Sweden,0.0
1704,Norway,Austria,0.0
1705,Austria,Norway,0.0
1706,Denmark,Austria,1.0
1707,Austria,Denmark,0.0
1708,South Africa,Austria,0.0
1709,Austria,South Africa,0.47
1710,Turkey,Austria,1.09
1711,Austria,Turkey,1.0
1712,Egypt,Austria,3.0
1713,Austria,Egypt,1.0
1714,China,Austria,2.0
1715,Austria,China,0.0
1716,Japan,Austria,0.0
1717,Austria,Japan,3.0
1718,Australia,Austria,4.0
1719,Austria,Australia,0.73000002
1720,New Zealand,Austria,0.029999999
1721,Austria,New Zealand,0.19
1722,Czechoslovakia,Hungary,5.3699999
1723,Hungary,Czechoslovakia,6.0
1724,Italy,Hungary,8.0
1725,Hungary,Italy,10.0
1726,Albania,Hungary,0.00059200003
1727,Hungary,Albania,0.0
1728,Yugoslavia,Hungary,3.6600001
1729,Hungary,Yugoslavia,4.3699999
1730,Greece,Hungary,1.0
1731,Hungary,Greece,1.0
1732,Bulgaria,Hungary,1.0
1733,Hungary,Bulgaria,2.0
1734,Romania,Hungary,12.0
1735,Hungary,Romania,5.0
1736,Russia,Hungary,0.1
1737,Hungary,Russia,0.1
1738,Estonia,Hungary,0.0
1739,Hungary,Estonia,0.0
1740,Latvia,Hungary,0.0
1741,Hungary,Latvia,0.0
1742,Lithuania,Hungary,0.0
1743,Hungary,Lithuania,0.0
1744,Sweden,Hungary,1.0
1745,Hungary,Sweden,4.0
1746,Norway,Hungary,0.14
1747,Hungary,Norway,1.35
1748,Denmark,Hungary,0.40000001
1749,Hungary,Denmark,1.34
1750,South Africa,Hungary,0.19
1751,Hungary,South Africa,1.0
1752,Turkey,Hungary,1.0
1753,Hungary,Turkey,1.0
1754,Egypt,Hungary,1.23
1755,Hungary,Egypt,2.3399999
1756,Japan,Hungary,0.0
1757,Hungary,Japan,0.0
1758,Italy,Czechoslovakia,0.37
1759,Czechoslovakia,Italy,13.36
1760,Yugoslavia,Czechoslovakia,0.20999999
1761,Czechoslovakia,Yugoslavia,12.25
1762,Greece,Czechoslovakia,4.0
1763,Czechoslovakia,Greece,2.1400001
1764,Bulgaria,Czechoslovakia,0.029999999
1765,Czechoslovakia,Bulgaria,3.6199999
1766,Romania,Czechoslovakia,0.11
1767,Czechoslovakia,Romania,18.049999
1768,Russia,Czechoslovakia,3.0
1769,Czechoslovakia,Russia,4.0
1770,Estonia,Czechoslovakia,0.18000001
1771,Czechoslovakia,Estonia,0.0
1772,Latvia,Czechoslovakia,0.13
1773,Czechoslovakia,Latvia,0.0
1774,Lithuania,Czechoslovakia,2.0
1775,Czechoslovakia,Lithuania,2.0
1776,Finland,Czechoslovakia,1.0
1777,Czechoslovakia,Finland,4.0
1778,Sweden,Czechoslovakia,2.3800001
1779,Czechoslovakia,Sweden,11.6
1780,Norway,Czechoslovakia,0.51999998
1781,Czechoslovakia,Norway,5.6700001
1782,Denmark,Czechoslovakia,0.16
1783,Czechoslovakia,Denmark,2.02
1784,South Africa,Czechoslovakia,5.8600001
1785,Czechoslovakia,South Africa,5.1300001
1786,Turkey,Czechoslovakia,3.2
1787,Czechoslovakia,Turkey,4.6199999
1788,Egypt,Czechoslovakia,5.0
1789,Czechoslovakia,Egypt,2.8900001
1790,China,Czechoslovakia,0.02
1791,Czechoslovakia,China,2.1800001
1792,Japan,Czechoslovakia,1.0
1793,Czechoslovakia,Japan,0.97000003
1794,Australia,Czechoslovakia,20.48
1795,Czechoslovakia,Australia,2.8199999
1796,New Zealand,Czechoslovakia,0.41
1797,Czechoslovakia,New Zealand,0.74000001
1798,Albania,Italy,3.1900001
1799,Italy,Albania,0.18000001
1800,Yugoslavia,Italy,8.1400003
1801,Italy,Yugoslavia,10.27
1802,Greece,Italy,4.98
1803,Italy,Greece,5.0
1804,Bulgaria,Italy,5.0
1805,Italy,Bulgaria,5.0
1806,Romania,Italy,13.0
1807,Italy,Romania,7.0
1808,Estonia,Italy,0.13
1809,Italy,Estonia,0.33000001
1810,Latvia,Italy,0.15000001
1811,Italy,Latvia,0.33000001
1812,Lithuania,Italy,0.0
1813,Italy,Lithuania,0.33000001
1814,Finland,Italy,5.0
1815,Italy,Finland,2.0
1816,Sweden,Italy,11.0
1817,Italy,Sweden,8.0
1818,Norway,Italy,6.4000001
1819,Italy,Norway,5.5599999
1820,Denmark,Italy,2.23
1821,Italy,Denmark,3.45
1822,South Africa,Italy,5.0
1823,Italy,South Africa,5.0
1824,Turkey,Italy,10.0
1825,Italy,Turkey,6.0
1826,Iraq,Italy,1.0
1827,Italy,Iraq,2.0
1828,Egypt,Italy,9.3999996
1829,Italy,Egypt,15.05
1830,China,Italy,1.0
1831,Italy,China,5.0
1832,Japan,Italy,2.0
1833,Italy,Japan,1.66
1834,Australia,Italy,11.0
1835,Italy,Australia,4.0
1836,Yugoslavia,Albania,0.0099999998
1837,Albania,Yugoslavia,0.059999999
1838,Greece,Albania,0.0
1839,Albania,Greece,0.54000002
1840,Bulgaria,Albania,0.003183
1841,Albania,Bulgaria,1.2e-05
1842,Romania,Albania,0.00082800002
1843,Albania,Romania,7.3000003e-05
1844,Sweden,Albania,0.0
1845,Albania,Sweden,0.0
1846,Turkey,Albania,0.0
1847,Albania,Turkey,0.0
1848,Egypt,Albania,0.0
1849,Albania,Egypt,0.0028669999
1850,Australia,Albania,0.0
1851,Albania,Australia,4e-06
1852,New Zealand,Albania,0.0
1853,Albania,New Zealand,0.0
1854,Greece,Yugoslavia,1.53
1855,Yugoslavia,Greece,4.0700002
1856,Bulgaria,Yugoslavia,0.23
1857,Yugoslavia,Bulgaria,0.28
1858,Romania,Yugoslavia,2.4400001
1859,Yugoslavia,Romania,1.1900001
1860,Russia,Yugoslavia,0.07
1861,Yugoslavia,Russia,0.0
1862,Estonia,Yugoslavia,0.006608
1863,Yugoslavia,Estonia,0.000231
1864,Latvia,Yugoslavia,0.0096349996
1865,Yugoslavia,Latvia,0.00079700002
1866,Lithuania,Yugoslavia,0.0027950001
1867,Yugoslavia,Lithuania,0.000149
1868,Finland,Yugoslavia,0.029999999
1869,Yugoslavia,Finland,0.0034099999
1870,Sweden,Yugoslavia,0.77999997
1871,Yugoslavia,Sweden,0.87
1872,Norway,Yugoslavia,0.23999999
1873,Yugoslavia,Norway,0.43000001
1874,Denmark,Yugoslavia,0.17
1875,Yugoslavia,Denmark,1.0
1876,Liberia,Yugoslavia,0.00070400001
1877,Yugoslavia,Liberia,3.0000001e-06
1878,South Africa,Yugoslavia,0.079999998
1879,Yugoslavia,South Africa,0.23
1880,Iran,Yugoslavia,0.0099999998
1881,Yugoslavia,Iran,0.000197
1882,Turkey,Yugoslavia,0.090000004
1883,Yugoslavia,Turkey,0.33000001
1884,Iraq,Yugoslavia,0.002537
1885,Yugoslavia,Iraq,0.001936
1886,Egypt,Yugoslavia,0.91000003
1887,Yugoslavia,Egypt,1.05
1888,Saudi Arabia,Yugoslavia,0.00033099999
1889,Yugoslavia,Saudi Arabia,0.000551
1890,China,Yugoslavia,0.02
1891,Yugoslavia,China,0.0092000002
1892,Japan,Yugoslavia,0.0099999998
1893,Yugoslavia,Japan,0.0044260002
1894,Thailand,Yugoslavia,0.00038899999
1895,Yugoslavia,Thailand,8.2999999e-05
1896,Australia,Yugoslavia,0.34
1897,Yugoslavia,Australia,0.11
1898,New Zealand,Yugoslavia,0.44
1899,Yugoslavia,New Zealand,0.0099999998
1900,Bulgaria,Greece,0.34
1901,Greece,Bulgaria,0.34999999
1902,Romania,Greece,13.52
1903,Greece,Romania,1.65
1904,Russia,Greece,7.71
1905,Greece,Russia,0.28999999
1906,Estonia,Greece,0.039999999
1907,Greece,Estonia,0.0
1908,Latvia,Greece,0.02
1909,Greece,Latvia,0.0
1910,Lithuania,Greece,0.0099999998
1911,Greece,Lithuania,0.0
1912,Finland,Greece,0.89999998
1913,Greece,Finland,1.0
1914,Sweden,Greece,1.5599999
1915,Greece,Sweden,1.0
1916,Norway,Greece,0.079999998
1917,Greece,Norway,0.44
1918,Denmark,Greece,0.34
1919,Greece,Denmark,1.0
1920,South Africa,Greece,0.0060490002
1921,Greece,South Africa,0.039999999
1922,Iran,Greece,9.0000001e-05
1923,Greece,Iran,0.0
1924,Turkey,Greece,2.4400001
1925,Greece,Turkey,0.60000002
1926,Iraq,Greece,0.0099999998
1927,Greece,Iraq,0.0
1928,Egypt,Greece,2.0
1929,Greece,Egypt,2.04
1930,Saudi Arabia,Greece,0.0
1931,Greece,Saudi Arabia,0.0
1932,China,Greece,0.0
1933,Greece,China,0.0099999998
1934,Japan,Greece,0.1
1935,Greece,Japan,1.0
1936,Thailand,Greece,0.0
1937,Greece,Thailand,0.0
1938,Australia,Greece,6.0100002
1939,Greece,Australia,0.039999999
1940,New Zealand,Greece,0.11
1941,Greece,New Zealand,0.02
1942,Romania,Bulgaria,2.0999999
1943,Bulgaria,Romania,0.1
1944,Estonia,Bulgaria,0.0099999998
1945,Bulgaria,Estonia,0.00085200003
1946,Latvia,Bulgaria,0.00825
1947,Bulgaria,Latvia,0.000439
1948,Lithuania,Bulgaria,0.0032180001
1949,Bulgaria,Lithuania,0.00019999999
1950,Norway,Bulgaria,0.02
1951,Bulgaria,Norway,0.19
1952,Denmark,Bulgaria,0.0099999998
1953,Bulgaria,Denmark,1.0
1954,Turkey,Bulgaria,1.0
1955,Bulgaria,Turkey,1.0
1956,Egypt,Bulgaria,0.33000001
1957,Bulgaria,Egypt,0.94999999
1958,Japan,Bulgaria,0.029999999
1959,Bulgaria,Japan,6.7000001e-05
1960,Estonia,Romania,0.0
1961,Romania,Estonia,0.0
1962,Latvia,Romania,0.02
1963,Romania,Latvia,0.000191
1964,Lithuania,Romania,0.0099999998
1965,Romania,Lithuania,0.0
1966,Sweden,Romania,1.0
1967,Romania,Sweden,1.0
1968,Norway,Romania,0.23
1969,Romania,Norway,0.029999999
1970,Denmark,Romania,0.94
1971,Romania,Denmark,1.88
1972,Turkey,Romania,2.0
1973,Romania,Turkey,1.0
1974,Egypt,Romania,4.8600001
1975,Romania,Egypt,7.0
1976,Japan,Romania,0.039999999
1977,Romania,Japan,0.001566
1978,Estonia,Russia,1.0
1979,Russia,Estonia,2.0
1980,Latvia,Russia,2.0
1981,Russia,Latvia,2.0
1982,Lithuania,Russia,2.0
1983,Russia,Lithuania,2.0
1984,Finland,Russia,1.0
1985,Russia,Finland,2.0
1986,Sweden,Russia,5.0
1987,Russia,Sweden,3.0
1988,Norway,Russia,0.58999997
1989,Russia,Norway,4.73
1990,Denmark,Russia,0.02
1991,Russia,Denmark,4.9299998
1992,Iran,Russia,10.0
1993,Russia,Iran,14.0
1994,Turkey,Russia,4.0
1995,Russia,Turkey,5.0
1996,Egypt,Russia,0.0
1997,Russia,Egypt,2.4000001
1998,Afghanistan,Russia,2.74
1999,Russia,Afghanistan,2.95
2000,China,Russia,20.0
2001,Russia,China,2.0
2002,Japan,Russia,3.0
2003,Russia,Japan,0.1
2004,Australia,Russia,10.0
2005,Russia,Australia,0.61000001
2006,Latvia,Estonia,0.30000001
2007,Estonia,Latvia,0.5
2008,Lithuania,Estonia,0.5
2009,Estonia,Lithuania,0.5
2010,Finland,Estonia,1.0
2011,Estonia,Finland,2.0
2012,Sweden,Estonia,0.63999999
2013,Estonia,Sweden,1.25
2014,Norway,Estonia,0.02
2015,Estonia,Norway,0.37
2016,Denmark,Estonia,0.12
2017,Estonia,Denmark,0.41999999
2018,South Africa,Estonia,0.090000004
2019,Estonia,South Africa,0.059999999
2020,Turkey,Estonia,0.0
2021,Estonia,Turkey,0.0
2022,Egypt,Estonia,1.0
2023,Estonia,Egypt,0.029999999
2024,China,Estonia,2.9999999e-05
2025,Estonia,China,0.0099999998
2026,Australia,Estonia,0.1
2027,Estonia,Australia,0.02
2028,New Zealand,Estonia,0.0099999998
2029,Estonia,New Zealand,0.002778
2030,Lithuania,Latvia,0.5
2031,Latvia,Lithuania,0.5
2032,Sweden,Latvia,0.31
2033,Latvia,Sweden,0.76999998
2034,Norway,Latvia,0.059999999
2035,Latvia,Norway,0.2
2036,Denmark,Latvia,0.050000001
2037,Latvia,Denmark,0.18000001
2038,South Africa,Latvia,0.12
2039,Latvia,South Africa,0.1
2040,Turkey,Latvia,0.0
2041,Latvia,Turkey,0.0
2042,Egypt,Latvia,0.0
2043,Latvia,Egypt,0.029999999
2044,China,Latvia,0.0
2045,Latvia,China,0.0099999998
2046,Japan,Latvia,0.0
2047,Latvia,Japan,0.0020369999
2048,Australia,Latvia,1.01
2049,Latvia,Australia,0.1
2050,New Zealand,Latvia,0.0
2051,Latvia,New Zealand,0.0099999998
2052,Sweden,Lithuania,0.23
2053,Lithuania,Sweden,0.58999997
2054,Norway,Lithuania,0.090000004
2055,Lithuania,Norway,0.14
2056,Denmark,Lithuania,1.0
2057,Lithuania,Denmark,1.0
2058,South Africa,Lithuania,0.0099999998
2059,Lithuania,South Africa,0.079999998
2060,Turkey,Lithuania,0.0
2061,Lithuania,Turkey,0.0
2062,Egypt,Lithuania,0.0
2063,Lithuania,Egypt,0.006753
2064,China,Lithuania,0.0
2065,Lithuania,China,0.0
2066,Australia,Lithuania,0.16
2067,Lithuania,Australia,0.1
2068,New Zealand,Lithuania,0.0
2069,Lithuania,New Zealand,0.02
2070,Sweden,Finland,24.0
2071,Finland,Sweden,5.0
2072,Norway,Finland,3.0
2073,Finland,Norway,1.54
2074,Denmark,Finland,9.0
2075,Finland,Denmark,6.4099998
2076,South Africa,Finland,0.20999999
2077,Finland,South Africa,4.0
2078,Turkey,Finland,1.0
2079,Finland,Turkey,1.0
2080,Egypt,Finland,0.19
2081,Finland,Egypt,2.02
2082,China,Finland,0.13
2083,Finland,China,0.58999997
2084,Japan,Finland,1.0
2085,Finland,Japan,0.98000002
2086,Australia,Finland,1.0
2087,Finland,Australia,1.0
2088,Norway,Sweden,18.35
2089,Sweden,Norway,33.66
2090,Denmark,Sweden,17.17
2091,Sweden,Denmark,23.24
2092,South Africa,Sweden,1.0
2093,Sweden,South Africa,8.0
2094,Iran,Sweden,1.0
2095,Sweden,Iran,2.0
2096,Turkey,Sweden,1.0
2097,Sweden,Turkey,2.0
2098,Egypt,Sweden,1.48
2099,Sweden,Egypt,2.6600001
2100,China,Sweden,1.0
2101,Sweden,China,1.0
2102,Japan,Sweden,3.9300001
2103,Sweden,Japan,6.8400002
2104,Australia,Sweden,2.0
2105,Sweden,Australia,7.0
2106,Denmark,Norway,10.25
2107,Norway,Denmark,8.9700003
2108,Liberia,Norway,0.050000001
2109,Norway,Liberia,0.0099999998
2110,South Africa,Norway,0.36000001
2111,Norway,South Africa,1.48
2112,Iran,Norway,3.1400001
2113,Norway,Iran,0.0099999998
2114,Turkey,Norway,0.74000001
2115,Norway,Turkey,0.0
2116,Iraq,Norway,0.008107
2117,Norway,Iraq,0.0043159998
2118,Egypt,Norway,0.14
2119,Norway,Egypt,2.5899999
2120,Afghanistan,Norway,0.001474
2121,Norway,Afghanistan,0.0
2122,China,Norway,1.5
2123,Norway,China,1.11
2124,Japan,Norway,3.1099999
2125,Norway,Japan,4.4699998
2126,Thailand,Norway,0.079999998
2127,Norway,Thailand,0.059999999
2128,Australia,Norway,0.55000001
2129,Norway,Australia,1.9299999
2130,New Zealand,Norway,0.12
2131,Norway,New Zealand,0.28
2132,South Africa,Denmark,0.19
2133,Denmark,South Africa,0.74000001
2134,Turkey,Denmark,0.0
2135,Denmark,Turkey,0.0
2136,Egypt,Denmark,0.34
2137,Denmark,Egypt,0.46000001
2138,China,Denmark,3.01
2139,Denmark,China,0.079999998
2140,Japan,Denmark,0.1
2141,Denmark,Japan,0.34999999
2142,Thailand,Denmark,0.31999999
2143,Denmark,Thailand,0.1
2144,Australia,Denmark,0.28
2145,Denmark,Australia,0.17
2146,New Zealand,Denmark,0.050000001
2147,Denmark,New Zealand,0.079999998
2148,Japan,Liberia,0.0
2149,Liberia,Japan,3.0000001e-06
2150,Egypt,South Africa,0.13
2151,South Africa,Egypt,0.008076
2152,Japan,South Africa,13.48
2153,South Africa,Japan,2.22
2154,Thailand,South Africa,2.0
2155,South Africa,Thailand,0.02
2156,Australia,South Africa,4.0
2157,South Africa,Australia,1.0
2158,Egypt,Iran,0.0
2159,Iran,Egypt,2.98
2160,Japan,Iran,2.0
2161,Iran,Japan,0.1
2162,Australia,Iran,0.0099999998
2163,Iran,Australia,4.0
2164,Egypt,Turkey,0.81999999
2165,Turkey,Egypt,1.09
2166,Japan,Turkey,0.76999998
2167,Turkey,Japan,1.05
2168,Australia,Turkey,1.0
2169,Turkey,Australia,1.0
2170,Egypt,Iraq,1.0
2171,Iraq,Egypt,0.81999999
2172,Japan,Iraq,7.0
2173,Iraq,Japan,1.73
2174,Saudi Arabia,Egypt,0.70999998
2175,Egypt,Saudi Arabia,0.0
2176,China,Egypt,0.77999997
2177,Egypt,China,0.79000002
2178,Japan,Egypt,4.7800002
2179,Egypt,Japan,10.33
2180,Thailand,Egypt,0.0060609998
2181,Egypt,Thailand,0.0
2182,Australia,Egypt,1.04
2183,Egypt,Australia,1.0
2184,New Zealand,Egypt,0.004958
2185,Egypt,New Zealand,0.039999999
2186,Japan,Saudi Arabia,0.0
2187,Saudi Arabia,Japan,0.0
2188,Japan,China,44.826096
2189,China,Japan,46.830002
2190,Thailand,China,8.0
2191,China,Thailand,2.0
2192,Australia,China,8.0
2193,China,Australia,2.0
2194,Thailand,Japan,1.4
2195,Japan,Thailand,9.0
2196,Australia,Japan,23.57
2197,Japan,Australia,20.83
2198,New Zealand,Japan,2.9000001
2199,Japan,New Zealand,4.7399998
2200,Australia,Thailand,0.56999999
2201,Thailand,Australia,0.0099999998
2202,New Zealand,Australia,8.0
2203,Australia,New Zealand,29.0
